establishment_type,severity,inspection_date
Restaurant,S - Significant,2023-05-10
Restaurant,S - Significant,2023-05-10
Restaurant,S - Significant,2023-09-12
Restaurant,C - Crucial,2023-09-12
Restaurant,S - Significant,2023-09-12
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2023-10-31
Food Processing Plant,S - Significant,2023-04-11
Food Take Out,S - Significant,2022-03-28
Food Take Out,S - Significant,2023-01-16
Restaurant,S - Significant,2023-05-01
Restaurant,S - Significant,2022-06-22
Restaurant,S - Significant,2023-02-16
Restaurant,S - Significant,2023-04-17
Food Take Out,S - Significant,2023-04-11
Retirement Homes(Licensed),S - Significant,2023-01-23
Retirement Homes(Licensed),S - Significant,2022-08-09
Bake Shop,C - Crucial,2023-07-28
Bake Shop,S - Significant,2023-07-28
Bake Shop,S - Significant,2023-07-28
Bake Shop,S - Significant,2023-07-28
Bake Shop,S - Significant,2023-07-28
Restaurant,S - Significant,2023-07-07
Restaurant,C - Crucial,2023-07-07
Restaurant,S - Significant,2023-07-07
Restaurant,S - Significant,2023-07-07
Child Care - Catered,S - Significant,2023-07-17
Food Take Out,S - Significant,2022-12-19
Restaurant,C - Crucial,2022-07-25
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2022-07-25
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Food Take Out,S - Significant,2022-10-03
Food Take Out,S - Significant,2022-10-03
Food Take Out,S - Significant,2023-01-31
Food Take Out,S - Significant,2023-01-31
Food Take Out,S - Significant,2023-01-31
Bakery,S - Significant,2022-10-19
Food Take Out,S - Significant,2023-11-03
Food Take Out,S - Significant,2023-11-03
Food Take Out,S - Significant,2023-11-03
Cafeteria - Public Access,S - Significant,2023-02-02
Food Take Out,S - Significant,2022-12-05
Food Take Out,S - Significant,2022-12-05
Food Take Out,S - Significant,2022-12-05
Food Take Out,C - Crucial,2022-12-05
Food Take Out,S - Significant,2022-12-05
Food Take Out,S - Significant,2022-12-05
Food Take Out,C - Crucial,2022-07-15
Food Take Out,S - Significant,2022-07-15
Food Take Out,S - Significant,2022-07-15
Food Take Out,S - Significant,2023-10-10
Food Take Out,S - Significant,2023-10-10
Food Take Out,S - Significant,2023-10-10
Food Take Out,S - Significant,2022-06-02
Food Take Out,C - Crucial,2022-06-02
Food Take Out,S - Significant,2022-06-02
Food Take Out,S - Significant,2022-06-02
Food Take Out,C - Crucial,2022-06-02
Food Take Out,C - Crucial,2022-06-02
Restaurant,S - Significant,2023-04-27
Restaurant,S - Significant,2023-08-17
Restaurant,S - Significant,2023-12-27
Restaurant,S - Significant,2023-08-03
Food Take Out,S - Significant,2022-05-16
Food Take Out,S - Significant,2022-05-16
Food Take Out,C - Crucial,2022-11-15
Food Take Out,S - Significant,2023-04-12
Food Take Out,S - Significant,2023-09-18
Restaurant,S - Significant,2023-02-16
Restaurant,C - Crucial,2023-08-16
Restaurant,S - Significant,2023-08-16
Restaurant,S - Significant,2023-08-16
Food Processing Plant,S - Significant,2022-03-17
Restaurant,S - Significant,2022-03-17
Restaurant,S - Significant,2023-06-15
Restaurant,S - Significant,2023-06-15
Food Take Out,S - Significant,2023-07-28
Food Take Out,S - Significant,2023-07-28
Restaurant,S - Significant,2023-06-21
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Food Take Out,S - Significant,2022-05-26
Food Take Out,S - Significant,2022-05-26
Food Take Out,S - Significant,2023-08-03
Food Take Out,S - Significant,2023-08-03
Food Take Out,S - Significant,2023-08-03
Food Take Out,S - Significant,2023-08-03
Food Take Out,S - Significant,2023-08-03
Food Take Out,S - Significant,2023-08-03
Restaurant,S - Significant,2022-07-20
Restaurant,S - Significant,2022-07-20
Restaurant,S - Significant,2023-05-18
Restaurant,C - Crucial,2023-05-18
Restaurant,S - Significant,2023-05-18
Restaurant,S - Significant,2023-10-17
Restaurant,S - Significant,2023-10-17
Food Processing Plant,S - Significant,2023-04-06
Restaurant,S - Significant,2022-02-03
Restaurant,S - Significant,2022-11-21
Restaurant,S - Significant,2022-11-21
Food Take Out,S - Significant,2023-11-03
Food Take Out,S - Significant,2023-11-03
Restaurant,S - Significant,2024-01-12
Restaurant,S - Significant,2024-01-12
Restaurant,S - Significant,2024-01-12
Restaurant,S - Significant,2023-04-11
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-01-13
Restaurant,S - Significant,2023-01-13
Restaurant,S - Significant,2023-08-03
Restaurant,S - Significant,2022-08-04
Food Take Out,S - Significant,2023-08-25
Child Care - Food Preparation,S - Significant,2023-03-28
Child Care - Food Preparation,S - Significant,2023-05-09
Child Care - Food Preparation,S - Significant,2023-05-09
Child Care - Food Preparation,S - Significant,2023-05-15
Restaurant,S - Significant,2022-06-08
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Restaurant,S - Significant,2023-04-20
Restaurant,C - Crucial,2023-04-06
Restaurant,S - Significant,2023-04-06
Restaurant,S - Significant,2023-04-06
Restaurant,S - Significant,2023-07-28
Restaurant,S - Significant,2023-10-27
Restaurant,S - Significant,2023-01-19
Restaurant,S - Significant,2023-01-19
Restaurant,S - Significant,2023-01-19
Restaurant,S - Significant,2023-01-19
Restaurant,S - Significant,2023-01-19
Restaurant,S - Significant,2023-10-04
Child Care - Catered,S - Significant,2023-10-31
Restaurant,S - Significant,2022-05-27
Restaurant,S - Significant,2022-05-27
Restaurant,S - Significant,2023-11-16
Restaurant,S - Significant,2023-11-16
Restaurant,C - Crucial,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,C - Crucial,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,S - Significant,2022-12-28
Restaurant,C - Crucial,2022-12-28
Restaurant,S - Significant,2022-12-28
Restaurant,S - Significant,2023-07-11
Restaurant,S - Significant,2023-10-23
Restaurant,S - Significant,2023-01-05
Bakery,S - Significant,2022-07-07
Bakery,S - Significant,2023-08-22
Restaurant,S - Significant,2022-07-27
Restaurant,S - Significant,2023-03-16
Food Store (Convenience/Variety),S - Significant,2022-05-30
Food Store (Convenience/Variety),S - Significant,2022-11-21
Food Store (Convenience/Variety),S - Significant,2022-04-04
Food Store (Convenience/Variety),S - Significant,2022-04-04
Food Store (Convenience/Variety),S - Significant,2022-10-19
Restaurant,S - Significant,2023-05-17
Restaurant,S - Significant,2023-03-29
Food Take Out,S - Significant,2023-07-14
Food Take Out,S - Significant,2022-11-30
Food Take Out,S - Significant,2023-04-26
Food Take Out,S - Significant,2023-07-19
Food Take Out,S - Significant,2022-11-24
Restaurant,S - Significant,2022-08-31
Restaurant,S - Significant,2022-08-31
Restaurant,S - Significant,2022-08-31
Cafeteria - Private Access,S - Significant,2023-08-28
Child Care - Catered,S - Significant,2023-01-30
Child Care - Catered,S - Significant,2023-01-30
Secondary School Food Services,S - Significant,2022-06-13
Secondary School Food Services,S - Significant,2022-06-13
Secondary School Food Services,S - Significant,2023-09-29
Retirement Homes(Licensed),S - Significant,2023-09-28
Other Educational Facility Food Services,S - Significant,2022-11-21
Other Educational Facility Food Services,S - Significant,2023-06-27
Cafeteria - Public Access,S - Significant,2022-07-12
Cafeteria - Public Access,S - Significant,2023-10-19
Private Club,S - Significant,2023-11-30
Restaurant,S - Significant,2022-10-04
Restaurant,S - Significant,2023-03-29
Restaurant,S - Significant,2023-03-29
Restaurant,S - Significant,2023-07-18
Restaurant,S - Significant,2023-11-16
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,S - Significant,2023-01-17
Restaurant,C - Crucial,2023-05-31
Restaurant,C - Crucial,2023-05-31
Restaurant,C - Crucial,2023-05-31
Restaurant,S - Significant,2023-05-31
Restaurant,C - Crucial,2023-05-31
Restaurant,S - Significant,2023-05-31
Restaurant,S - Significant,2023-03-30
Restaurant,S - Significant,2024-01-09
Restaurant,S - Significant,2023-07-12
Restaurant,C - Crucial,2023-07-12
Restaurant,S - Significant,2023-07-12
Food Take Out,S - Significant,2023-03-07
Retirement Homes(Licensed),C - Crucial,2024-01-03
Retirement Homes(Licensed),S - Significant,2024-01-03
Cocktail Bar / Beverage Room,S - Significant,2022-11-24
Cocktail Bar / Beverage Room,S - Significant,2022-11-24
Restaurant,S - Significant,2022-03-21
Restaurant,C - Crucial,2022-03-21
Restaurant,S - Significant,2022-12-20
Restaurant,S - Significant,2022-12-21
Restaurant,S - Significant,2022-12-21
Restaurant,S - Significant,2023-07-31
Restaurant,S - Significant,2023-11-06
Food Take Out,S - Significant,2023-04-26
Bakery,S - Significant,2023-10-24
Boarding / Lodging Home - Kitchen,C - Crucial,2022-03-08
Boarding / Lodging Home - Kitchen,S - Significant,2022-03-08
Boarding / Lodging Home - Kitchen,S - Significant,2022-03-08
Boarding / Lodging Home - Kitchen,S - Significant,2023-05-05
Boarding / Lodging Home - Kitchen,S - Significant,2023-05-05
Boarding / Lodging Home - Kitchen,S - Significant,2023-05-05
Boarding / Lodging Home - Kitchen,S - Significant,2023-09-26
Retirement Homes(Licensed),S - Significant,2022-09-26
Retirement Homes(Licensed),S - Significant,2023-09-26
Retirement Homes(Licensed),S - Significant,2024-01-15
Food Take Out,S - Significant,2022-10-29
Retirement Homes(Licensed),S - Significant,2022-12-06
Retirement Homes(Licensed),S - Significant,2022-12-06
Retirement Homes(Licensed),S - Significant,2023-02-07
Food Store (Convenience/Variety),C - Crucial,2023-04-18
Food Store (Convenience/Variety),S - Significant,2022-10-05
Food Store (Convenience/Variety),S - Significant,2022-10-05
Supermarket,S - Significant,2023-06-19
Child Care - Catered,S - Significant,2022-05-12
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2023-01-17
Restaurant,C - Crucial,2023-01-17
Restaurant,S - Significant,2023-01-17
Restaurant,S - Significant,2023-09-05
Restaurant,S - Significant,2023-09-05
Restaurant,S - Significant,2022-02-23
Restaurant,S - Significant,2022-08-25
Restaurant,S - Significant,2023-01-12
Restaurant,S - Significant,2023-01-12
Restaurant,S - Significant,2023-06-14
Restaurant,S - Significant,2023-06-14
Restaurant,S - Significant,2024-01-08
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-02-03
Restaurant,S - Significant,2023-07-05
Restaurant,C - Crucial,2023-05-18
Restaurant,S - Significant,2023-05-18
Restaurant,S - Significant,2023-05-18
Restaurant,S - Significant,2023-10-25
Restaurant,S - Significant,2022-06-28
Restaurant,S - Significant,2023-11-20
Restaurant,S - Significant,2023-11-20
Food Take Out,S - Significant,2023-08-18
Restaurant,S - Significant,2022-05-12
Restaurant,S - Significant,2022-05-12
Food Take Out,C - Crucial,2022-09-16
Food Take Out,S - Significant,2022-09-16
Food Take Out,S - Significant,2023-06-15
Restaurant,C - Crucial,2022-08-10
Restaurant,S - Significant,2022-08-10
Restaurant,S - Significant,2022-08-10
Restaurant,S - Significant,2023-06-09
Restaurant,C - Crucial,2023-06-09
Restaurant,C - Crucial,2023-06-09
Food Take Out,S - Significant,2023-08-02
Food Court Vendor,S - Significant,2022-06-15
Food Court Vendor,S - Significant,2022-06-15
Food Court Vendor,S - Significant,2022-10-04
Food Court Vendor,C - Crucial,2023-05-25
Food Court Vendor,S - Significant,2023-05-25
Food Court Vendor,S - Significant,2023-05-25
Food Court Vendor,C - Crucial,2023-05-25
Restaurant,S - Significant,2023-12-06
Child Care - Catered,S - Significant,2023-06-06
Food Court Vendor,S - Significant,2023-02-09
Restaurant,S - Significant,2022-09-22
Restaurant,S - Significant,2023-10-23
Restaurant,S - Significant,2023-10-23
Restaurant,C - Crucial,2022-11-10
Restaurant,C - Crucial,2022-11-10
Restaurant,C - Crucial,2022-11-10
Restaurant,S - Significant,2022-11-10
Restaurant,S - Significant,2023-04-20
Butcher Shop,C - Crucial,2022-05-18
Butcher Shop,S - Significant,2022-05-18
Butcher Shop,S - Significant,2022-05-18
Butcher Shop,S - Significant,2022-05-18
Butcher Shop,S - Significant,2023-02-13
Butcher Shop,S - Significant,2023-02-13
Restaurant,S - Significant,2022-06-06
Restaurant,S - Significant,2022-06-06
Restaurant,S - Significant,2022-10-31
Restaurant,S - Significant,2023-06-19
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2023-07-28
Restaurant,S - Significant,2022-09-06
Restaurant,S - Significant,2023-04-19
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2022-09-30
Restaurant,S - Significant,2023-03-23
Restaurant,C - Crucial,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2022-11-02
Restaurant,S - Significant,2023-03-13
Restaurant,S - Significant,2022-10-27
Restaurant,S - Significant,2023-12-08
Restaurant,C - Crucial,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,S - Significant,2022-05-30
Restaurant,C - Crucial,2023-05-17
Restaurant,C - Crucial,2023-05-17
Restaurant,S - Significant,2023-05-17
Restaurant,S - Significant,2023-05-17
Restaurant,S - Significant,2023-12-13
Food Store (Convenience/Variety),C - Crucial,2022-11-03
Food Store (Convenience/Variety),S - Significant,2022-11-03
Restaurant,S - Significant,2022-05-27
Restaurant,S - Significant,2022-12-19
Restaurant,C - Crucial,2022-12-19
Restaurant,S - Significant,2023-06-05
Restaurant,S - Significant,2023-06-08
Restaurant,S - Significant,2023-06-08
Restaurant,S - Significant,2023-09-12
Restaurant,S - Significant,2023-09-12
Restaurant,S - Significant,2022-07-29
Restaurant,S - Significant,2022-07-29
Restaurant,S - Significant,2023-03-17
Restaurant,S - Significant,2023-03-17
Restaurant,S - Significant,2023-03-17
Restaurant,S - Significant,2023-08-03
Restaurant,S - Significant,2023-08-03
Restaurant,S - Significant,2023-08-03
Food Court Vendor,S - Significant,2022-06-07
Food Court Vendor,C - Crucial,2022-10-07
Food Court Vendor,S - Significant,2022-10-07
Bakery,S - Significant,2023-03-01
Food Store (Convenience/Variety),S - Significant,2022-06-02
Food Store (Convenience/Variety),S - Significant,2022-06-02
Restaurant,S - Significant,2023-07-13
Food Court Vendor,S - Significant,2022-12-08
Food Court Vendor,C - Crucial,2022-12-08
Food Court Vendor,S - Significant,2022-12-08
Food Court Vendor,S - Significant,2022-12-08
Food Court Vendor,S - Significant,2023-09-28
Food Court Vendor,S - Significant,2023-09-28
Food Court Vendor,C - Crucial,2023-09-28
Food Court Vendor,S - Significant,2023-09-28
Food Court Vendor,S - Significant,2023-09-28
Food Court Vendor,C - Crucial,2022-10-13
Food Court Vendor,S - Significant,2022-10-13
Food Court Vendor,C - Crucial,2022-10-13
Food Court Vendor,S - Significant,2022-10-13
Food Court Vendor,S - Significant,2022-10-28
Food Court Vendor,C - Crucial,2022-10-28
Food Take Out,S - Significant,2022-07-27
Restaurant,S - Significant,2023-04-24
Restaurant,S - Significant,2022-03-23
Restaurant,S - Significant,2023-12-13
Cafeteria - Private Access,S - Significant,2023-11-27
Restaurant,S - Significant,2023-02-01
Restaurant,S - Significant,2023-02-01
Restaurant,S - Significant,2023-12-01
Restaurant,S - Significant,2023-12-01
Restaurant,S - Significant,2022-07-04
Restaurant,S - Significant,2022-11-17
Restaurant,S - Significant,2022-09-20
Restaurant,S - Significant,2023-06-08
Restaurant,S - Significant,2023-12-12
Restaurant,S - Significant,2023-07-27
Restaurant,S - Significant,2023-05-02
Restaurant,C - Crucial,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,C - Crucial,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,C - Crucial,2023-10-18
Restaurant,C - Crucial,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,C - Crucial,2023-10-18
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2024-01-05
Restaurant,S - Significant,2024-01-05
Restaurant,S - Significant,2023-04-25
Restaurant,S - Significant,2022-08-30
Restaurant,S - Significant,2022-08-30
Restaurant,S - Significant,2022-08-30
Restaurant,S - Significant,2022-08-30
Restaurant,C - Crucial,2022-08-30
Restaurant,C - Crucial,2022-08-30
Restaurant,S - Significant,2022-08-30
Restaurant,S - Significant,2022-10-14
Restaurant,C - Crucial,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,C - Crucial,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2022-10-14
Restaurant,S - Significant,2023-06-13
Restaurant,C - Crucial,2023-06-13
Restaurant,C - Crucial,2023-08-16
Restaurant,S - Significant,2023-08-16
